Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
META,"Meta Platforms, Inc.",658.69,USD,-0.6935126415293325,8497140,0.5099755258993198,1660246196174.5708,USD,29.104108305865097,22.6322,USD,6.582212908238952,0.312834506776825,Technology services,Strong buy
PM,Philip Morris International Inc,161.94,USD,0.5526234088792216,3626528,0.5305485802167313,252082091067.8615,USD,29.33217410204858,5.5209,USD,-12.423660792182863,3.42750698540826,Consumer non-durables,Buy
